Protein	EIF4A2_1	EIF4A2_2	EIF4A2_3	MEPCE_1	MEPCE_2	MEPCE_3	GFP_1	GFP_2	GFP_3
TFIP11	1804.647217	1608.099365	1450.421753	2789.846191	2555.833008	3287.475342	2303.37085	3003.383545	2903.239258
THOC2	7177.784668	5336.114746	9592.692383	4124.702637	4604.625488	4473.120605	4907.025879	5337.605957	7454.842773
THOC3	1089.813965	997.0692749	1459.981812	1544.34082	1420.280273	1283.55249	1507.637207	1607.47937	1609.205078
THRAP3	24158.04102	24143.1582	29092.55859	16700.54492	17370.85547	16936.16602	16654.25	18076.32031	17528.30859
THSD1	125773.8672	93483.15625	122609.125	0	0	144.2988586	0	0	0
TIMM13	1295.76001	1894.109619	1535.994873	3256.641846	3229.479004	3679.136963	3097.758789	3497.73877	3069.807617
TIMM44	6879.510742	8926.797852	10464.2373	11349.39258	10977.12988	11399.27148	10945.33984	11855.26953	13081.44727
TIMM50	2147.827148	1667.10083	1528.87207	1367.167725	1480.438232	1665.992065	1532.37439	1634.769409	1433.024414
TM9SF2	840.0386963	947.0964355	943.6878662	1499.551025	1299.47876	1518.713989	1324.601074	793.7539062	1149.028076
TM9SF3	1359.598145	1303.418335	1747.843018	1773.595947	1842.859131	1969.78186	1424.445435	1324.648071	1210.17749
TMA16	2021.882568	1811.778931	2179.150391	2532.994385	2430.885742	2337.45752	2072.403809	1823.416016	1653.567261
TMA7	102720.0156	135214.5	123635.7734	159636.1562	170820.9375	190600.2969	144330.375	191344.4375	195775.75
TMCO1	365.7495422	525.3125	740.4212646	1245.866089	1425.437012	1450.89917	846.2271118	939.9382324	963.4102783
TMCO6	0	0	0	3229.467773	3490.131348	3098.259766	133.216156	0	0
TMED10	207.8473053	415.8977051	766.1812744	978.3321533	787.6044312	853.7125854	572.6881714	659.0531006	592.3996582
TMEM33	3549.21875	3233.86084	3295.302734	4227.832031	4131.793457	4461.100586	2718.965576	2625.658691	3228.037842
TMPO	1729.407715	1797.935303	1754.613281	2356.955078	2452.911621	2033.90686	1898.245117	2181.851562	1660.956665
TNPO1	1769.497925	1977.125488	1872.759155	2195.087158	2498.666016	2536.04541	2960.919434	2457.190918	2950.837891
TNPO3	216.3487244	521.4829102	355.8450317	528.0220947	1340.212036	520.1860352	1538.289062	1539.897949	619.7806396
TOE1	0	0	0	3595.393066	4017.914062	4358.552246	0	0	0
TOMM34	769.7283325	858.0438843	770.2192993	1420.229004	1366.613037	1455.325439	1487.775635	1463.557861	1408.509033
TOP1	40702.67969	41797.39453	46290.79688	59273.25781	58208.68359	62973.22656	37182.06641	50819.50391	40623.41016
TPM1	758.9666748	647.869751	982.75354	2436.307617	2848.021729	3097.871582	805.9334717	922.2241211	1530.529053
TPM3	2556.51416	2658.125732	2907.183105	5775.793945	5414.444824	5509.780762	3131.129883	3217.025391	3174.59375
TPM4	8485.810547	9572.189453	9714.183594	19921.05273	18097.49219	18215.88867	11440.97656	9815.738281	10565.8623
TPR	491.3302002	553.5658569	623.850708	797.0264282	764.1831055	746.0944824	627.8966064	536.807373	572.461792
TRA2B	1095.027466	1325.429688	1249.327148	1326.24939	1452.344604	1314.440796	977.4214478	939.2183838	1131.038208
TRAF2	617.6083374	602.8731689	665.3355713	678.0645142	952.1408691	655.1230469	567.9121094	535.8150635	528.251709
TRAF3IP1	261.9410706	235.3815308	299.0152283	375.8401794	370.5464478	355.3291931	171.8163757	248.4049377	278.1153564
TRAFD1	591.4104614	502.5280762	701.1646729	700.8516846	698.7977295	799.0125732	523.2242432	846.3249512	747.4556885
TRAP1	704.7362671	847.2619629	1056.495728	996.9968262	1082.832764	934.1437988	996.3283691	1089.91394	985.7337646
TRAPPC1	585.9692383	457.8077393	560.4562988	614.0073853	903.3391113	844.4904785	834.2753906	808.2547607	608.4238892
TRAPPC11	355.5785217	349.3659058	381.8163147	515.7919312	430.0722046	583.0128174	466.7224426	651.3120117	661.1071167
TRAPPC3	1937.751221	2191.918945	2293.748535	2932.330322	3630.602783	3677.305664	2780.162354	3046.744873	3344.621582
TRAPPC5	3735.428223	3651.101562	3687.512207	7755.019531	7167.432617	7875.647461	9046.799805	8865.154297	7902.563965
TRIM21	7564.960938	7956.294434	8036.436035	6626.255859	7311.692383	7457.400391	8533.720703	8938.333008	9077.201172
TRIM28	8017.727539	7793.557129	8070.654785	7758.365723	10080.16602	9023.232422	9892.875	10475.86914	13315.03613
TRIP13	1007.183472	885.2789917	906.2694092	1183.998047	1358.30542	1299.642334	1488.732178	958.210144	1429.740601
TRIR	2267.549561	2616.838623	2534.923096	3214.013184	3498.553467	3244.840088	3794.622314	3065.042725	4264.352539
TRMT10C	1579.862427	1374.508545	1928.503418	1630.062378	1904.868652	1818.771606	1892.009521	2039.887207	1855.171387
TRMT112	0	248.764328	0	611.9421387	503.3861694	876.1075439	253.3173828	360.5815735	515.4335938
TSPAN3	882.4989624	1025.111206	895.3538208	1218.643433	1309.802734	1260.591309	1442.787842	1563.795044	1904.865234
TUBA1B	456.3287964	549.4886475	286.0252991	707.4326172	0	505.0802612	318.3920898	337.0979919	508.8023071
TUBA1C	109578.1562	150800.1406	146924.1562	192633.4375	219466.625	232662.8281	195808.5625	218820.3906	199208.7188
TUBA3C	104534.7656	99380.02344	105348.2734	185933.1094	184602.4062	193726.9375	148049.0156	170109.3281	159126.3906
TUBAL3	57745.72656	63623.82422	69703.34375	101408.9531	104113.8359	108121.9531	87646.85156	92571.07812	96409.89844
TUBB	99020.32812	101708.9688	116853.7812	148882.2188	151840.6562	142655	134607.8594	141962.3438	139232.75
TUBB2A	677.4276733	761.6824341	798.6011353	998.0046997	805.213623	881.9450073	998.0306396	962.3513794	1039.454468
TUBB2B	3932.609375	13366.80957	6089.185059	17380.81445	9477.637695	9838.402344	10889.18066	9170.148438	5903.432129
TUBB3	8144.805176	8511.318359	7132.719238	5972.730469	4993.586914	6273.867676	4562.001953	4112.32959	4952.710938
TUBB4B	29977.92188	31047.06445	39088.94922	46053.14844	51220.77344	60000.76562	44786.72656	49912.75781	47749.57812
TUBB6	3024.483643	5436.116211	4507.283691	16245.63379	3850.922852	4205.32666	18525.10742	16144.57324	17300.83203
TUBB8	5704.531738	0	0	0	0	0	0	4450.602051	0
TUBG1	836.2514038	827.2249756	1064.928345	1727.140625	1234.615723	1461.733521	1488.713379	1234.807251	1306.768433
TUFM	2542.152832	2947.025879	3275.549805	2842.686523	3214.442139	3001.357666	2086.644775	2664.886475	2428.578613
TXL0	595.1824341	537.2775879	597.4969482	642.3099976	791.9852295	733.0513306	899.8448486	964.5097656	1114.559448
TXLNG	1069.017578	1364.604858	2686.176758	1316.685425	1658.790039	1673.795166	1375.495361	1491.462891	1408.416016
TXN	30537.32617	30807.72266	35393.52734	27185.97266	27287.58008	26177.96094	30714.5	27463.875	28208.06641
TXN2	5230.514648	4555.084961	3179.959229	5310.675293	5255.57959	4008.165527	4558.990234	3585.770996	5410.544434
TXNDC12	192726.3125	208116.9062	206320.8594	247781.5625	262793.875	283244.6562	277174.7188	263594.3438	264827.0625
TXNDC5	2991.506836	2486.971924	2596.096191	4361.612793	4003.971436	3908.46167	4114.014648	3631.640137	3664.292969
TXNDC9	2155.895996	1943.797607	2033.8302	1943.77478	2110.989014	2318.591797	1467.166626	1737.48938	1671.034424
U2AF1	37672.22656	35376.72656	40549.35156	47143.97656	51104.42969	50553.54688	40526.61719	43517.21875	41479.16797
U2AF2	14869.98535	18125.32812	17229.32812	14510.29883	34100.63672	16024.82617	16745.90234	33783.51562	30715.29883
U2SURP	11873.21875	10385.15527	11011.7666	7861.560547	7403.311035	7150.819336	7906.761719	9608.337891	8748.796875
UBA1	812.071106	725.4940796	914.6096191	594.1114502	516.6558228	1035.596558	981.4615479	895.3898926	958.0413818
UBA2	948.1902466	891.4510498	1148.675781	883.8842773	0	867.2501831	1455.401123	1370.97229	994.8358154
UBAP2	1157.015625	1232.181152	1053.336304	1101.588989	1232.270264	1158.367188	920.5518799	877.204834	975.0396118
UBAP2L	11431.24805	10312.69434	13309.50098	12780.22266	13706.31152	14529.51855	16400.28125	15664.56836	15855.85547
UBE2E1	2226.153076	2429.804688	2497.946045	2487.917725	3031.564697	2328.622314	2740.539307	2954.314209	2804.047119
UBE2I	2126.645508	2635.109863	2921.019775	4535.719238	4619.455078	5078.174805	4302.220703	5076.37207	5238.057129
UBE2L3	1101.180786	1566.634521	1570.918335	1466.756836	1262.648071	1598.732544	1979.895508	1550.522583	1731.700195
UBE2M	734.2086182	1070.340576	746.9301147	693.03125	794.4298096	889.1244507	1033.907104	1269.575439	1248.947754
UBE2N	1054.344238	1224.729004	1387.12793	1052.368896	1323.755615	1466.026611	1253.608643	1430.267334	1176.078247
UBE2O	675.8930664	5198.119629	4609.434082	6129.63916	5616.930664	6187.317871	5588.851562	5623.104492	6067.935547
UBE2S	667.6920166	918.3790894	1141.244507	593.6826782	695.2647705	941.9020996	1072.929443	1402.150391	1013.274658
UBL4A	1342.84668	1641.390869	1772.462402	3025.223145	2962.8125	3006.098389	1910.768799	1910.054199	2103.625732
UBR5	192.2322235	383.6644897	293.4984741	330.3219604	360.5371704	498.3723755	1080.161499	518.2069092	549.131958
UCHL1	2033.634888	1799.238281	2055.006104	1325.29895	1109.165649	1453.827271	1974.919922	1712.338867	1948.84668
UCKL1	661.9381104	567.0830688	354.4686279	549.7612305	519.7485352	627.989624	676.6456299	955.8359375	613.9703979
UGGT1	1231.758057	1569.611816	1517.280396	1728.750732	1844.985718	1793.188232	1649.588989	1519.739624	1910.165283
UGP2	494.4234009	566.4523926	627.8471069	541.5005493	673.2650757	579.0389404	962.8704224	951.0974121	1025.535522
UPF1	1231.633057	1744.786133	1618.10144	867.9385376	723.7952881	724.8372803	551.437439	478.7308044	341.2781982
UPF3B	621.4821777	582.1409302	658.9789429	965.7770386	893.3966675	855.7271118	453.1888733	526.9094849	645.1729736
UQCC1	0	383.4681396	431.3860779	536.9828491	1094.779175	617.8778076	758.8605347	330.0694275	319.9399719
UQCC2	1042.724731	1058.998901	974.6698608	1574.606689	1892.006836	2137.882324	1334.533691	1499.682739	1162.66333
UQCRC2	573.1386719	585.8632812	685.9038696	1195.733398	898.3341064	964.7666016	892.3612061	699.8917236	879.1690674
USO1	1299.181885	1679.966919	1494.226074	1801.32666	1806.205933	2075.118652	2045.491211	2164.057373	2016.233765
USP11	257.6158752	680.8208618	474.5557861	2585.174316	2157.707764	2481.577637	1084.918823	863.8236084	899.5749512
USP7	760.7401123	725.2874146	672.6192017	1257.167725	1305.056519	1257.10437	991.229187	1044.492676	1225.480713
USP9X	4306.840332	3993.141602	2556.527832	2658.663086	3306.552734	2782.718262	2963.702637	2793.65332	2420.373535
UTP14A	244.1231232	546.7738037	434.7680664	554.9656372	825.918457	492.6668701	299.6115112	264.0579834	120.0663147
VAPB	0	0	0	2132.840332	2490.833496	0	0	2759.215332	0
VARS1	2024.236328	2963.830811	2063.869873	3683.21582	4274.143066	4811.741211	3871.788086	3841.229492	3480.076172
VBP1	485.3100586	400.0836487	241.4963531	573.7902222	763.5928345	570.008667	879.6268311	1121.173584	774.5307007
VCP	18263.0957	21017.73633	22504.88477	33129.54297	33238.21484	32942.21094	29158.1875	29619.91797	29384.86719
VIM	13464.14062	17873.05859	17670.70117	27863.01953	27322.875	27166.95312	20605.76172	20187.45312	20808.96484
VPS18	617.586853	768.6765137	4214.060059	873.4790039	1363.97522	1568.302734	1033.236084	1138.753174	1296.400146
VPS33A	422.0507507	948.211853	334.0153809	1554.656494	1369.336426	1419.154907	624.6013184	1738.905273	661.9476318
VPS35L	0	272.7536316	163.4827881	246.5323029	436.3879395	373.5670471	501.6551819	432.1405945	346.745697
VPS41	90.59062195	70.41705322	155.1440277	289.6934814	253.1989594	722.154541	183.405365	399.0684814	213.3758698
VPS50	560.9532471	433.6298828	735.7377319	1506.171021	1562.663818	1262.170166	1272.705688	1387.260986	1278.544189
VPS51	654.0563965	1155.818726	678.972168	1428.658936	1153.907715	1230.054932	1039.437988	1290.099243	1226.451172
VPS52	668.515686	898.0045166	1317.465942	1196.44519	1437.05835	1136.829834	1332.047119	1447.014648	1095.386719
WARS1	1837.930542	2377.317383	2118.164795	2990.35083	2756.470703	3282.548096	4396.116699	4342.101562	4254.168945
WASH3P	807.5334473	712.3444214	863.8928833	1160.303711	1385.972534	1563.345459	1226.330444	1032.703003	1250.579346
WASHC2A	332.0977478	321.1645508	531.2623291	851.5422363	522.5352783	809.9052124	600.9598389	532.8597412	636.7146606
WASHC4	0	368.0498657	423.4586487	672.2289429	643.961853	567.9405518	1444.998169	1894.994751	531.9957886
WASHC5	345.387085	463.8876038	624.3606567	798.9215088	798.4263306	788.8659668	617.8360596	701.2318115	829.8101807
WBP11	2013.525635	1634.86853	1769.109863	1518.8573	1323.188477	1406.949097	1697.144775	1382.224243	1653.844727
WDR26	1006.37146	773.9381104	1006.681335	921.3015137	857.7625732	960.7780151	1362.653076	1130.567871	1021.834229
WDR33	3202.323975	2468.798096	3013.339355	3041.865234	3185.498291	3730.066406	2715.26416	2949.7229	3273.221191
WDR70	403.3248291	578.6942139	456.4603577	731.3305664	708.5532227	683.6861572	865.3206177	718.9772339	557.7736816
WDR77	241513	251225.5938	258720.875	291362.0625	282158.5938	301584.3438	292924.7812	287853.2188	298617.75
WDR83	2331.88623	2337.310791	2089.502441	2487.547852	2774.779297	2258.324707	3115.620117	3645.562256	3767.003906
XPO1	2454.026855	3303.265137	1926.971436	3485.607178	3559.977539	3376.85498	3026.209961	3279.319824	3168.962402
XPO5	1021.598633	778.993042	1174.042236	1108.677368	1284.155029	1620.964478	1190.191528	1284.387695	1364.570679
XPO7	1401.011353	1200.477661	1832.991699	2303.554443	1505.570312	1900.455322	2108.888428	1818.384888	2008.644775
XRCC5	2646.79248	2454.737305	3025.819824	9047.145508	8937.521484	8222.404297	7194.817871	7016.916504	7230.796387
XRCC6	3098.853516	2803.42041	2750.238525	7674.564453	8615.249023	7440.132812	6420.29541	6157.056641	5718.956543
XRN2	11776.91211	13120.00586	13716.35547	21307.80273	21516.40234	25306.84961	23847.67578	24814.04688	25991.00195
YARS1	1012.121704	1041.731323	1295.211304	804.3344116	913.3797607	775.2692871	1324.210449	1539.046631	1239.137817
YBEY	1161.313599	1617.663818	1614.562134	7739.882812	7422.865234	7850.490234	1724.855469	2374.787109	1859.740479
YBX1	2431.743408	2760.657227	2485.320312	4425.745117	4627.319824	4513.880859	2877.416504	1270.599121	1556.481323
YBX3	2210.192627	2315.222656	2328.852783	4742.652344	4604.669434	4873.220703	1267.292358	1232.835083	1396.270874
YIPF4	604.7508545	511.7786865	405.653595	405.2358704	490.1350098	580.0748291	452.0099487	0	487.728363
YTHDC2	425.545105	555.9872437	157.3151703	1177.020508	1138.879883	1280.575195	377.4548035	160.8508301	305.9657898
YTHDF1	0	433.5793457	0	1811.224609	1710.508789	1679.762329	0	0	0
YTHDF2	519.1261597	384.8624573	630.3154297	3043.558105	2738.270508	3177.228027	532.8814087	262.0121155	202.5119019
YWHAB	559.9625854	455.4146118	494.9290771	1316.055176	1123.358765	1527.725464	763.984314	1471.614868	669.8936768
YWHAE	6925.84375	8567.864258	8335.484375	12686.03125	12522.63281	11395.59668	9324.888672	8978.047852	9164.060547
YWHAG	1741.843018	581.4378052	2752.14917	2856.883057	3662.009277	3149.910889	3228.551025	3163.299561	2705.279297
YWHAQ	472.0518188	376.4372864	412.1256104	813.1826782	663.998291	847.6294556	650.3336182	579.9396362	784.9664917
YWHAZ	1896.689697	1496.727783	2081.243652	3086.315186	2942.61377	3032.340088	2103.766113	2435.340088	1974.140991
YY1	930.6213989	1315.948486	1567.232422	1319.681885	1169.276489	1259.157471	1110.737549	1033.410645	943.4637451
ZC3H13	4940.19043	801.2714844	4645.037598	1846.822144	1316.051758	1447.21106	921.6429443	1212.186523	854.0759277
ZC3H15	948.7648926	1060.721924	1294.7146	1339.163086	1195.721802	1139.7677	1787.706787	1379.55542	1487.789062
ZC3H18	1550.428589	754.6260376	4050.275879	1068.20166	944.6986694	1554.289551	1115.488281	1684.603271	1647.651123
ZC3H4	296.7242737	269.3442078	293.0149536	341.6452637	329.7517395	433.1928711	530.6816406	162.8176575	210.5058594
ZC3HAV1	570.6210327	550.7045288	817.890686	962.987793	1511.482422	1350.005127	625.5565186	641.1625977	762.4119873
ZCCHC17	3883.49585	3787.92627	4430.275391	4724.50293	5240.282227	4671.854004	4745.599121	4196.078613	4484.574219
ZGPAT	833.5661621	1076.991943	803.5704956	2133.655029	1861.716797	2260.663086	864.3464966	1050.531494	1106.537354
ZMAT2	3897.460205	4369.165039	4571.678223	5372.994629	5067.104004	6281.861328	4939.792969	4910.120605	5029.391602
ZNF207	2467.636963	1854.78479	2349.57959	2726.375244	2750.04834	2779.633545	2125.019287	2247.385986	2456.772217
ZNF326	1658.228271	1216.1604	1589.158203	901.0603638	918.5474854	1076.186157	1133.042114	1489.555176	1038.289429
ZNF511	125.8218842	0	0	5172.039551	3183.668945	2648.455078	0	54.28961945	434.9699707
ZNF593	2536.578369	2715.14502	2934.358154	4322.838379	4379.969727	4208.869141	3592.915527	3701.523438	3758.067627
ZNF638	4673.475586	3614.632812	5402.619141	4869.644531	5405.62207	5312.89209	3961.646973	4472.515137	3994.578369
ZNF703	208.3818665	465.8989563	665.4950562	697.5756836	594.7363281	660.3916626	562.463623	757.6629028	634.8545532
ZNF706	12057.375	8931.356445	10873.91406	13179.55664	14541.18945	10778.65625	13196.81641	11922.11816	13335.06055
ZNRD2	969.9951782	775.8331299	1260.254883	1526.358032	1615.851318	1663.203125	1785.856201	1565.040161	1463.911865
ZRANB2	16390.46875	15678.44629	22527.24023	23991.45312	24337.34766	28133.01367	20136.16602	19946.76172	25973.52148
ZW10	1862.682861	1688.154663	1643.373413	2426.210449	1912.451416	2035.262939	1689.703979	2154.538086	2037.216187
ZYX	2216.733398	2382.776123	2814.341797	2508.48877	2546.862793	2551.550537	4654.173828	4082.234863	4194.337891
